,InvoiceNumber,OrderNumber,QuoteNumber,InvoiceDate,DueDate,InvoiceStatus,Customer,Comments,PostalAddress,DeliveryAddress,DeliveryInstruction,SubTotal,TaxTotal,Total,BCSubTotal,BCTaxTotal,BCTotal,CreatedBy,PaymentTerm,InvoiceLines,Guid,LastModifiedOn
10,SI-00000113,SO-00000113,,2021-05-17 13:02:13.916,2021-06-16 13:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3134.1,470.12,3604.22,3301.83,495.27,3797.1,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 6.0, 'InvoiceQuantity': 6.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 885.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 132.75, 'BCUnitPrice': 155.394, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '5bb0b71d-ac0d-40ab-9d7f-729d6227ed7b', 'LastModifiedOn': '/Date(1621213333916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 18.0, 'InvoiceQuantity': 18.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2249.1, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 337.37, 'BCUnitPrice': 131.6372, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '8cbeff82-8c8d-406d-b3b9-09872495e7db', 'LastModifiedOn': '/Date(1621213333916)/'}]",0bf79d3a-265d-4aa1-864e-3e8e3df16b83,2021-05-17 13:02:13.916
11,SI-00000112,SO-00000112,,2021-05-14 13:02:13.916,2021-06-13 13:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1999.8,299.97,2299.77,2106.83,316.02,2422.85,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 1999.8, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 299.97, 'BCUnitPrice': 105.3413, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'a5be3e1f-60ac-4ef3-8a70-529ffa4f9139', 'LastModifiedOn': '/Date(1620954133916)/'}]",481a8c73-edcb-40cc-b6e4-b5a955367fa8,2021-05-14 13:02:13.916
12,SI-00000111,SO-00000111,,2021-05-11 13:02:13.916,2021-06-10 13:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,4373.25,655.99,5029.24,9840.8,1476.12,11316.92,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 35.0, 'InvoiceQuantity': 35.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 4373.25, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 655.99, 'BCUnitPrice': 281.1656, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '3424a32f-7359-4a29-ba55-9a713e13cee5', 'LastModifiedOn': '/Date(1620694933916)/'}]",60b0455e-82a7-482d-926a-dc50537a8614,2021-05-11 13:02:13.916
13,SI-00000110,SO-00000110,,2021-05-09 13:02:13.916,2021-06-08 13:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,19999.92,0.0,19999.92,29739.66,0.0,29739.66,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 8.0, 'InvoiceQuantity': 8.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 19999.92, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 3717.4572, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '20c9ba6d-66f7-46d5-a037-7e9a142be52c', 'LastModifiedOn': '/Date(1620522133916)/'}]",d1dbc8f8-d962-4162-b635-eb7361c3aa68,2021-05-09 13:02:13.916
14,SI-00000109,SO-00000109,,2021-05-03 13:02:13.916,2021-06-02 13:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,24999.9,3749.99,28749.89,56255.4,8438.31,64693.71,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 24999.9, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 3749.99, 'BCUnitPrice': 5625.5401, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '6443bb5a-16a6-485e-97d5-20b21d343ba9', 'LastModifiedOn': '/Date(1620003733916)/'}]",34f30f0e-bed0-4011-90a6-14a2b33452fa,2021-05-03 13:02:13.916
15,SI-00000108,SO-00000108,,2021-04-23 13:02:13.916,2021-05-23 13:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,8495.0,1274.25,9769.25,8949.64,1342.45,10292.09,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '861fd41a-9cbb-49b1-b35f-651867ef6503', 'ProductCode': 'SIDE', 'ProductDescription': 'Bookshelf Side'}, 'OrderQuantity': 5.0, 'InvoiceQuantity': 5.0, 'UnitPrice': 1699.0, 'DiscountRate': 0.0, 'LineTotal': 8495.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 1274.25, 'BCUnitPrice': 1789.9284, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '56703937-57ce-409d-8d15-ff90d70a432a', 'LastModifiedOn': '/Date(1619139733916)/'}]",dbd1a773-b43f-4cd5-ab99-cf217725f841,2021-04-23 13:02:13.916
16,SI-00000107,SO-00000107,,2021-04-14 13:02:13.916,2021-05-14 13:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,6796.0,0.0,6796.0,6796.0,0.0,6796.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '861fd41a-9cbb-49b1-b35f-651867ef6503', 'ProductCode': 'SIDE', 'ProductDescription': 'Bookshelf Side'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 1699.0, 'DiscountRate': 0.0, 'LineTotal': 6796.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 1699.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'a93098a4-c553-4109-8e5f-88526ddc467b', 'LastModifiedOn': '/Date(1618362133916)/'}]",e991ce80-e5c2-45c8-940c-ad3ac21ceb5a,2021-04-14 13:02:13.916
17,SI-00000106,SO-00000106,,2021-04-07 13:02:13.916,2021-05-07 13:02:13.916,Completed,"{'CustomerCode': 'WADE', 'CustomerName': ""Wade's Apparel & Accessories"", 'CurrencyId': 110, 'Guid': '56de6b21-37c3-4aa8-a885-3da3490689aa', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,9784.47,1467.68,11252.15,9784.47,1467.68,11252.15,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 7499.97, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 1125.0, 'BCUnitPrice': 2499.99, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'f5b00dd5-bda3-4a88-b610-0430b5815e50', 'LastModifiedOn': '/Date(1617757333916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 295.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 44.25, 'BCUnitPrice': 147.5, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '05afb2cf-073e-4fa0-afb3-625e61611fe6', 'LastModifiedOn': '/Date(1617757333916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 740.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 111.0, 'BCUnitPrice': 185.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'b848fe39-50c0-423f-84b0-06de0fe5b0de', 'LastModifiedOn': '/Date(1617757333916)/'}, {'LineNumber': 4, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 1249.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 187.43, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '466ce941-aa3c-46bf-9d62-7719d0db5fc3', 'LastModifiedOn': '/Date(1617757333916)/'}]",73fc0d84-5a37-4d86-a8ad-caf05fe5c37d,2021-04-07 13:02:13.916
18,SI-00000105,SO-00000105,,2021-04-02 14:02:13.916,2021-05-02 13:02:13.916,Completed,"{'CustomerCode': 'EMWAR', 'CustomerName': ""Emmanuel's Discount Warehouse"", 'CurrencyId': 151, 'Guid': '1ced0364-4788-42c9-9d2e-0ca40e30f16c', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,5994.0,0.0,5994.0,8913.01,0.0,8913.01,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 6.0, 'InvoiceQuantity': 6.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 5994.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 1485.5019, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '11ef0630-6a24-404e-9dcc-5ee5b14ea3ed', 'LastModifiedOn': '/Date(1617325333916)/'}]",9906a067-50ee-439f-b583-b54246926629,2021-04-02 14:02:13.916
19,SI-00000104,SO-00000104,,2021-03-25 14:02:13.916,2021-04-24 13:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.99,375.0,2874.99,3717.46,557.62,4275.08,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 3717.4572, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '4924afc9-9d6f-4375-b9da-3140ba2c8788', 'LastModifiedOn': '/Date(1616634133916)/'}]",885533f7-f55b-4bfa-b677-2d253a7ab393,2021-03-25 14:02:13.916
20,SI-00000103,SO-00000103,,2021-03-21 14:02:13.916,2021-04-20 13:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,885.0,132.75,1017.75,1991.45,298.72,2290.17,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 6.0, 'InvoiceQuantity': 6.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 885.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 132.75, 'BCUnitPrice': 331.9082, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '83b80bce-b3a6-4708-a548-1116bbf71871', 'LastModifiedOn': '/Date(1616288533916)/'}]",2b8fbd3a-56f5-45fe-bea7-ab6a823147c8,2021-03-21 14:02:13.916
21,SI-00000102,SO-00000102,,2021-03-17 14:02:13.916,2021-04-16 13:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,6247.5,937.13,7184.63,6247.5,937.13,7184.63,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 50.0, 'InvoiceQuantity': 50.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 6247.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 937.13, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '05bb3e7d-9b01-4205-843a-a897d387e12b', 'LastModifiedOn': '/Date(1615942933916)/'}]",8ebb8660-0208-4b3e-bd43-940b6b900b28,2021-03-17 14:02:13.916
22,SI-00000101,SO-00000101,,2021-03-16 14:02:13.916,2021-04-15 13:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,9999.96,1499.99,11499.95,9999.96,1499.99,11499.95,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 9999.96, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 1499.99, 'BCUnitPrice': 2499.99, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'b8671a7b-8c7a-4cc6-959b-cc57b720ebd0', 'LastModifiedOn': '/Date(1615856533916)/'}]",d8004a55-ff9b-4afb-919a-b1b08e8ab33c,2021-03-16 14:02:13.916
23,SI-00000100,SO-00000100,,2021-03-11 14:02:13.916,2021-04-10 13:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3248.7,0.0,3248.7,4830.78,0.0,4830.78,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 26.0, 'InvoiceQuantity': 26.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 3248.7, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 185.7993, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'ebfbadb1-92c4-42c3-aa94-d8f6cd48930f', 'LastModifiedOn': '/Date(1615424533916)/'}]",98dffe88-1fa7-4c65-b223-3e02f9301495,2021-03-11 14:02:13.916
24,SI-00000099,SO-00000099,,2021-03-10 14:02:13.916,2021-04-09 13:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,8495.0,1274.25,9769.25,8949.64,1342.45,10292.09,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '861fd41a-9cbb-49b1-b35f-651867ef6503', 'ProductCode': 'SIDE', 'ProductDescription': 'Bookshelf Side'}, 'OrderQuantity': 5.0, 'InvoiceQuantity': 5.0, 'UnitPrice': 1699.0, 'DiscountRate': 0.0, 'LineTotal': 8495.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 1274.25, 'BCUnitPrice': 1789.9284, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '6c0b0070-eff7-45c9-8b83-7d540f8a0ea1', 'LastModifiedOn': '/Date(1615338133916)/'}]",0ef46fec-0271-455a-b012-6c3a5f3c8eb5,2021-03-10 14:02:13.916
25,SI-00000098,SO-00000098,,2021-03-06 14:02:13.916,2021-04-05 13:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1850.0,277.5,2127.5,1949.01,292.35,2241.36,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 1850.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 277.5, 'BCUnitPrice': 194.901, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '7f12eb76-2271-42b0-85d6-47191be20a38', 'LastModifiedOn': '/Date(1614992533916)/'}]",234e8a7b-7512-4e93-a8ed-f383832824f8,2021-03-06 14:02:13.916
26,SI-00000097,SO-00000097,,2021-03-03 14:02:13.916,2021-04-02 14:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,147.5,0.0,147.5,219.33,0.0,219.33,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 147.5, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 219.3309, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '8db0a879-d830-4769-adee-420b95919e01', 'LastModifiedOn': '/Date(1614733333916)/'}]",d4e2c4c1-2a98-4447-83bb-18063733e734,2021-03-03 14:02:13.916
27,SI-00000096,SO-00000096,,2021-03-02 14:02:13.916,2021-04-01 14:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,360.0,0.0,360.0,535.32,0.0,535.32,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 360.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 17.8439, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '18395a96-eeb8-47f0-9405-340cb2b2e1c2', 'LastModifiedOn': '/Date(1614646933916)/'}]",78183468-eb88-49e2-a3a9-5d487b1e5c60,2021-03-02 14:02:13.916
28,SI-00000095,SO-00000095,,2021-02-23 14:02:13.916,2021-03-25 14:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.99,375.0,2874.99,5625.54,843.83,6469.37,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 5625.5401, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '76e69398-32a6-4086-ba79-625195e5908a', 'LastModifiedOn': '/Date(1614042133916)/'}]",7a3be0f0-7c37-4641-8de1-9b3fa46c9142,2021-02-23 14:02:13.916
